Category,project_name,Rank,Name,Handle,Creator_ID,Mindshare_%,Smart_Followers,Followers,Casual_%,Hardcore_%,Shitposter_%,Curator_%,CopyPasta_%,Creative_%,creator_code
L0/L1,Story,23,Andy,@ayyyeandy,ayyyeandy,0.57,3347,73052,67.0,33.0,68.0,32.0,48.0,52.0,C89
L0/L1,Story,78,百里Ⓜ️Ⓜ️T,@Baili1018,baili1018,0.19,159,89340,63.0,37.0,38.0,62.0,66.0,34.0,C92
L0/L1,Story,63,土澳大狮兄BroLeon | 🔶BNB | Ⓜ️Ⓜ️T,@BroLeonAus,broleonaus,0.24,805,115808,63.0,37.0,51.0,49.0,49.0,51.0,C120
L0/L1,Story,46,开挂的金兔子☯️🍌 🍊 (✧ᴗ✧) Ⓜ️Ⓜ️T,@btcpiggy,btcpiggy,0.29,138,27423,63.0,37.0,51.0,49.0,62.0,38.0,C122
L0/L1,Story,10,chainyoda,@chainyoda,chainyoda,0.7,2737,40493,53.0,47.0,67.0,33.0,54.0,46.0,C131
L0/L1,Story,40,Charles💤🎶,@charles48011843,charles48011843,0.32,311,133857,53.0,47.0,23.0,77.0,60.0,40.0,C135
L0/L1,Story,83,先知 $M | 🐜,@Crypto_He,crypto_he,0.15,302,89969,67.0,33.0,88.0,12.0,49.0,51.0,C153
L0/L1,Story,27,Crypto Nova,@CryptoGirlNova,cryptogirlnova,0.48,745,145584,67.0,33.0,42.0,58.0,58.0,42.0,C162
L0/L1,Story,21,💜 Wecryptotogether Ⓜ️Ⓜ️T ✳️,@Edward__Park,edward__park,0.59,747,39046,63.0,37.0,32.0,68.0,58.0,42.0,C207
L0/L1,Story,94,"goldcow.ip (❖,❖) Ⓜ️Ⓜ️T",@EJseong95,ejseong95,0.12,135,4888,46.0,54.0,43.0,57.0,62.0,38.0,C210
L0/L1,Story,19,flarrs(✧ᴗ✧) Ⓜ️Ⓜ️T,@flarrs315,flarrs315,0.61,304,15766,29.0,71.0,58.0,42.0,31.0,69.0,C230
L0/L1,Story,39,Akiii 💜Monad | Ⓜ️Ⓜ️T,@Guomin184935,guomin184935,0.32,163,16355,21.0,79.0,63.0,37.0,60.0,40.0,C254
L0/L1,Story,20,Hydraze 🏴‍☠️,@Hydraze420,hydraze420,0.59,1716,132896,55.0,45.0,34.0,66.0,57.0,43.0,C282
L0/L1,Story,77,小捕手 Chaos,@iamyourchaos,iamyourchaos,0.19,481,87846,57.0,43.0,35.0,65.0,58.0,42.0,C285
L0/L1,Story,91,INSOMNIAC,@insomniac_ac,insomniac_ac,0.12,217,2070,67.0,33.0,68.0,32.0,51.0,49.0,C291
L0/L1,Story,18,Jampzey.hl,@Jampzey,jampzey,0.61,2023,114419,47.0,53.0,34.0,66.0,60.0,40.0,C296
L0/L1,Story,99,JayLovesPotato,@JayLovesPotato,jaylovespotato,0.11,615,16538,67.0,33.0,13.0,87.0,58.0,42.0,C297
L0/L1,Story,97,叮叮叮叮Jeansonlau.ip Ⓜ️Ⓜ️T,@jeansonlau,jeansonlau,0.11,31,2227,33.0,67.0,47.0,53.0,60.0,40.0,C300
L0/L1,Story,11,Mike Dudas,@mdudas,mdudas,0.7,6211,186028,0.0,0.0,0.0,0.0,0.0,0.0,C360
L0/L1,Story,12,Mike S,@Mikesi30,mikesi30,0.69,591,32522,60.0,40.0,53.0,47.0,64.0,36.0,C368
L0/L1,Story,50,CEKⓂ️Ⓜ️T,@oldman_cek,oldman_cek,0.28,145,7601,45.0,55.0,33.0,67.0,43.0,57.0,C405
L0/L1,Story,47,Snowball（抓住金狗版）🔶 BNBⓂ️Ⓜ️T,@one_snowball,one_snowball,0.29,324,71025,57.0,43.0,49.0,51.0,67.0,33.0,C406
L0/L1,Story,30,OxTøchi 🦇🔈,@OxTochi,oxtochi,0.41,536,72440,51.0,49.0,74.0,26.0,48.0,52.0,C410
L0/L1,Story,95,Pukerainbow 🤮🌈,@pukerrainbrow,pukerrainbrow,0.12,1046,78391,63.0,37.0,38.0,62.0,67.0,33.0,C421
L0/L1,Story,100,Rejamong.eth Ⓜ️Ⓜ️T,@r2Jamong,r2jamong,0.11,308,12907,86.0,14.0,58.0,42.0,37.0,63.0,C425
L0/L1,Story,38,Rafi_0x,@Rafi_0x,rafi_0x,0.32,1408,34838,60.0,40.0,53.0,47.0,59.0,41.0,C428
L0/L1,Story,33,Chill Pill 🔮 (Bald),@ripchillpill,ripchillpill,0.37,1148,97005,57.0,43.0,58.0,42.0,61.0,39.0,C446
L0/L1,Story,14,Route 2 FI,@Route2FI,route2fi,0.65,3266,306675,72.0,28.0,58.0,42.0,52.0,48.0,C448
L0/L1,Story,73,DD Ⓜ️Ⓜ️T,@rtk17025,rtk17025,0.2,68,4475,12.0,88.0,54.0,46.0,50.0,50.0,C449
L0/L1,Story,62,s4mmy,@S4mmyEth,s4mmyeth,0.24,3154,81338,55.0,45.0,58.0,42.0,57.0,43.0,C456
L0/L1,Story,36,Simon Dedic,@sjdedic,sjdedic,0.36,1570,43999,0.0,0.0,0.0,0.0,0.0,0.0,C485
L0/L1,Story,7,StarPlatinum,@StarPlatinumSOL,starplatinumsol,0.73,1104,81752,55.0,45.0,34.0,66.0,56.0,44.0,C496
L0/L1,Story,45,Steve,@Steve_4P,steve_4p,0.3,751,23953,78.0,22.0,26.0,74.0,48.0,52.0,C498
L0/L1,Story,32,Steve 🤙,@SteveKBark,stevekbark,0.38,3072,56099,67.0,33.0,26.0,74.0,63.0,37.0,C499
L0/L1,Story,98,Supers🔶 BNB | Ⓜ️Ⓜ️T,@Supers6061,supers6061,0.11,227,105915,60.0,40.0,47.0,53.0,66.0,34.0,C502
L0/L1,Story,85,VIKTOR,@thedefivillain,thedefivillain,0.15,1369,58826,0.0,0.0,0.0,0.0,0.0,0.0,C519
L0/L1,Story,81,Tim Haldorsson,@TimHaldorsson,timhaldorsson,0.17,722,30602,63.0,37.0,45.0,55.0,59.0,41.0,C525
L0/L1,Story,16,Xeer,@Xeer,xeer,0.62,2211,59202,57.0,43.0,75.0,25.0,49.0,51.0,C559
L0/L1,Story,59,雪球｜xueqiu,@xueqiu88,xueqiu88,0.24,439,102286,63.0,37.0,32.0,68.0,64.0,36.0,C566
L0/L1,Story,44,Han Ⓜ️Ⓜ️T,@yihan0202,yihan0202,0.3,121,16232,55.0,45.0,42.0,58.0,61.0,39.0,C573
L0/L1,Story,58,zaimiri ✏️,@zaimiriQ,zaimiriq,0.25,1110,54130,63.0,37.0,45.0,55.0,59.0,41.0,C577
L0/L1,Story,13,李狗蛋3.0 🔶 BNBⓂ️Ⓜ️T,@zkgoudan,zkgoudan,0.69,247,39924,40.0,60.0,53.0,47.0,54.0,46.0,C585
L0/L1,XION,53,brey 🧙‍♂️,@0xBreyn,0xbreyn,0.38,305,49327,44.0,56.0,30.0,70.0,69.0,31.0,C15
L0/L1,XION,19,QVA Ⓜ️Ⓜ️T 극동김치파,@2_bp19,2_bp19,1.03,60,2518,38.0,62.0,44.0,56.0,56.0,44.0,C49
L0/L1,XION,88,Mati ($/acc),@_matisei,_matisei,0.18,94,7095,42.0,58.0,50.0,50.0,61.0,39.0,C57
L0/L1,XION,97,solian/Ⓜ️Ⓜ️T,@ank129048,ank129048,0.14,112,4621,86.0,14.0,26.0,74.0,70.0,30.0,C73
L0/L1,XION,10,쥔장 Ⓜ️Ⓜ️T,@beingRich2000,beingrich2000,1.49,198,12517,31.0,69.0,50.0,50.0,38.0,62.0,C101
L0/L1,XION,11,Ohmann张奥曼Ⓜ️Ⓜ️T,@btcohmann,btcohmann,1.45,147,68737,44.0,56.0,42.0,58.0,60.0,40.0,C121
L0/L1,XION,3,开挂的金兔子☯️🍌 🍊 (✧ᴗ✧) Ⓜ️Ⓜ️T,@btcpiggy,btcpiggy,2.06,138,27420,36.0,64.0,38.0,62.0,59.0,41.0,C122
L0/L1,XION,79,Cryptotiger Ⓜ️Ⓜ️T,@Bum_cryptotiger,bum_cryptotiger,0.22,175,7033,71.0,29.0,47.0,53.0,36.0,64.0,C124
L0/L1,XION,1,作业借你抄Ⓜ️Ⓜ️T,@chaozuoye,chaozuoye,2.43,169,52803,39.0,61.0,35.0,65.0,64.0,36.0,C134
L0/L1,XION,9,Charles💤🎶,@charles48011843,charles48011843,1.51,311,133857,24.0,76.0,11.0,89.0,74.0,26.0,C135
L0/L1,XION,84,코루🍊 Ⓜ️Ⓜ️T,@colu_farmer,colu_farmer,0.2,298,34938,67.0,33.0,42.0,58.0,46.0,54.0,C146
L0/L1,XION,95,COmang Ⓜ️Ⓜ️T,@COmang___,comang___,0.15,86,3321,57.0,43.0,39.0,61.0,57.0,43.0,C147
L0/L1,XION,26,先知 $M | 🐜,@Crypto_He,crypto_he,0.84,302,89969,43.0,57.0,38.0,62.0,68.0,32.0,C153
L0/L1,XION,82,dONΞ✳️디온,@dcryptoinfo,dcryptoinfo,0.2,119,4473,60.0,40.0,26.0,74.0,52.0,48.0,C181
L0/L1,XION,86,DAMBI,@doodlely213,doodlely213,0.19,109,5396,36.0,64.0,42.0,58.0,55.0,45.0,C202
L0/L1,XION,8,EricF,@EricCLFung,ericclfung,1.54,1000,19628,24.0,76.0,39.0,61.0,61.0,39.0,C216
L0/L1,XION,22,gala⚡,@gala_nft2,gala_nft2,0.88,350,126090,47.0,53.0,19.0,81.0,80.0,20.0,C233
L0/L1,XION,37,Gomtu Ⓜ️Ⓜ️T,@gomtu_xyz,gomtu_xyz,0.49,256,14455,55.0,45.0,46.0,54.0,64.0,36.0,C244
L0/L1,XION,30,,@guiguziben,guiguziben,0.58,144,71756,38.0,62.0,12.0,88.0,80.0,20.0,C252
L0/L1,XION,15,币圈荒木 Ⓜ️Ⓜ️T,@HM010169,hm010169,1.25,328,129507,53.0,47.0,26.0,74.0,62.0,38.0,C271
L0/L1,XION,36,Hurricane,@HurricaneCrypt0,hurricanecrypt0,0.51,29,7876,24.0,76.0,32.0,68.0,76.0,24.0,C280
L0/L1,XION,4,jayplaycoⓂ️Ⓜ️T,@jayplayco,jayplayco,1.84,272,9215,19.0,81.0,27.0,73.0,53.0,47.0,C298
L0/L1,XION,13,Lsb108,@lovestern83,lovestern83,1.27,84,23954,24.0,76.0,38.0,62.0,65.0,35.0,C348
L0/L1,XION,5,Crypto Squirtle/机灵的杰尼君🔶BNB,@Meta8Mate,meta8mate,1.72,384,97561,67.0,33.0,50.0,50.0,55.0,45.0,C363
L0/L1,XION,66,Gol D. REX Ⓜ️Ⓜ️T :MOM:,@MJk9656,mjk9656,0.27,88,4620,0.0,0.0,0.0,0.0,0.0,0.0,C372
L0/L1,XION,91,Namnin 🌊,@namnin_kr,namnin_kr,0.17,138,3837,47.0,53.0,47.0,53.0,55.0,45.0,C388
L0/L1,XION,24,zin Ⓜ️Ⓜ️T,@periagoge1,periagoge1,0.86,180,4683,29.0,71.0,40.0,60.0,53.0,47.0,C413
L0/L1,XION,7,Clever💫✨️🌐Ⓜ️Ⓜ️T,@rapperr111,rapperr111,1.61,205,15320,19.0,81.0,37.0,63.0,58.0,42.0,C432
L0/L1,XION,23,DSⓂ️Ⓜ️T,@Shin96004785,shin96004785,0.87,55,2769,14.0,86.0,38.0,62.0,53.0,47.0,C475
L0/L1,XION,25,papiofficial,@shmula,shmula,0.85,641,7220,60.0,40.0,53.0,47.0,61.0,39.0,C478
L0/L1,XION,73,Tim哥,@timbro_bro,timbro_bro,0.25,96,51418,44.0,56.0,14.0,86.0,73.0,27.0,C524
L0/L1,XION,12,Vvicky绵绵 Ⓜ️Ⓜ️T,@vvickym2,vvickym2,1.41,338,82455,57.0,43.0,26.0,74.0,79.0,21.0,C536
L0/L1,XION,64,日拱一卒王小楼💢Ⓜ️Ⓜ️T,@wang_xiaolou,wang_xiaolou,0.29,330,26747,71.0,29.0,47.0,53.0,59.0,41.0,C540
L0/L1,XION,6,链上达人,@wenxue600,wenxue600,1.69,478,111586,60.0,40.0,26.0,74.0,64.0,36.0,C546
L0/L1,XION,27,李狗蛋3.0 🔶 BNBⓂ️Ⓜ️T,@zkgoudan,zkgoudan,0.72,247,39924,51.0,49.0,42.0,58.0,61.0,39.0,C585
L2,Mantle,14,Gohan 🧬,@0x99Gohan,0x99gohan,0.64,229,37997,3.0,97.0,35.0,65.0,61.0,39.0,C3
L2,Mantle,71,andrew.moh,@0xAndrewMoh,0xandrewmoh,0.27,652,54114,6.0,94.0,49.0,51.0,55.0,45.0,C10
L2,Mantle,8,Cheeezzyyyy,@0xCheeezzyyyy,0xcheeezzyyyy,0.74,430,8484,23.0,77.0,36.0,64.0,60.0,40.0,C19
L2,Mantle,94,币世王,@0xKingsKuan,0xkingskuan,0.15,285,60966,62.0,38.0,55.0,45.0,70.0,30.0,C32
L2,Mantle,70,雨中狂睡SleepintheRain,@0xSleepinRain,0xsleepinrain,0.28,510,27325,62.0,38.0,45.0,55.0,47.0,53.0,C40
L2,Mantle,76,100y.eth,@100y_eth,100y_eth,0.26,845,20535,85.0,15.0,58.0,42.0,66.0,34.0,C47
L2,Mantle,31,2Lambroz 🐑 (🧑‍🍳🥩🤌),@2lambro,2lambro,0.49,1209,32066,47.0,53.0,32.0,68.0,62.0,38.0,C51
L2,Mantle,55,AB Kuai.Dong,@_FORAB,_forab,0.34,646,81073,66.0,34.0,34.0,66.0,39.0,61.0,C55
L2,Mantle,12,Altcoin Sherpa,@AltcoinSherpa,altcoinsherpa,0.65,1670,257058,46.0,54.0,58.0,42.0,49.0,51.0,C68
L2,Mantle,78,ashen,@ashen_sol1,ashen_sol1,0.25,1488,43524,49.0,51.0,35.0,65.0,46.0,54.0,C80
L2,Mantle,79,Axel Bitblaze 🪓,@Axel_bitblaze69,axel_bitblaze69,0.24,803,126872,54.0,46.0,50.0,50.0,56.0,44.0,C87
L2,Mantle,7,defizard,@belizardd,belizardd,0.75,835,61365,38.0,62.0,51.0,49.0,58.0,42.0,C102
L2,Mantle,53,Ⓜ️Ⓜ️TVBee,@blockTVBee,blocktvbee,0.34,253,26005,54.0,46.0,30.0,70.0,57.0,43.0,C113
L2,Mantle,73,BQ비큐🐣 NY✈️,@BQYouTube,bqyoutube,0.27,310,21163,49.0,51.0,42.0,58.0,46.0,54.0,C118
L2,Mantle,75,Cryptotiger Ⓜ️Ⓜ️T,@Bum_cryptotiger,bum_cryptotiger,0.26,175,7033,4.0,96.0,42.0,58.0,49.0,51.0,C124
L2,Mantle,39,코루🍊 Ⓜ️Ⓜ️T,@colu_farmer,colu_farmer,0.42,298,34937,31.0,69.0,42.0,58.0,42.0,58.0,C146
L2,Mantle,10,hoeem,@crypthoem,crypthoem,0.66,1499,140469,43.0,57.0,33.0,67.0,65.0,35.0,C152
L2,Mantle,38,🉐 Crypto Linn,@crypto_linn,crypto_linn,0.42,1862,74743,32.0,68.0,29.0,71.0,74.0,26.0,C154
L2,Mantle,50,Crypto Nova,@CryptoGirlNova,cryptogirlnova,0.35,745,145584,40.0,60.0,54.0,46.0,55.0,45.0,C162
L2,Mantle,59,Crypto_PainterⓂ️Ⓜ️T,@CryptoPainter_X,cryptopainter_x,0.33,370,86812,54.0,46.0,34.0,66.0,56.0,44.0,C166
L2,Mantle,9,Shiro,@CryptoShiro_,cryptoshiro_,0.7,950,69275,46.0,54.0,34.0,66.0,74.0,26.0,C168
L2,Mantle,90,Crypto Tony,@CryptoTony__,cryptotony__,0.18,1041,554375,66.0,34.0,58.0,42.0,80.0,20.0,C169
L2,Mantle,19,0xCrypto巫师💢,@Cryptowushi,cryptowushi,0.55,216,37721,59.0,41.0,26.0,74.0,65.0,35.0,C171
L2,Mantle,34,DeFi Dad ⟠ defidad.eth,@DeFi_Dad,defi_dad,0.45,4530,175336,51.0,49.0,43.0,57.0,57.0,43.0,C185
L2,Mantle,92,DeFi Mago,@defi_mago,defi_mago,0.17,177,13796,51.0,49.0,36.0,64.0,70.0,30.0,C186
L2,Mantle,49,DeFi Warhol,@Defi_Warhol,defi_warhol,0.36,545,31591,43.0,57.0,42.0,58.0,65.0,35.0,C187
L2,Mantle,57,DOLAK1NG,@DOLAK1NG,dolak1ng,0.34,200,16726,59.0,41.0,31.0,69.0,77.0,23.0,C199
L2,Mantle,72,💜 Wecryptotogether Ⓜ️Ⓜ️T ✳️,@Edward__Park,edward__park,0.27,747,39046,54.0,46.0,42.0,58.0,46.0,54.0,C207
L2,Mantle,20,Eli5DeFi,@eli5_defi,eli5_defi,0.55,970,41551,20.0,80.0,38.0,62.0,61.0,39.0,C213
L2,Mantle,91,flarrs(✧ᴗ✧) Ⓜ️Ⓜ️T,@flarrs315,flarrs315,0.18,304,15765,56.0,44.0,44.0,56.0,41.0,59.0,C230
L2,Mantle,95,FLB,@flb_xyz,flb_xyz,0.14,204,17431,62.0,38.0,58.0,42.0,35.0,65.0,C231
L2,Mantle,68,Emperor Osmo 🐂 🎯,@Flowslikeosmo,flowslikeosmo,0.28,1375,90784,44.0,56.0,48.0,52.0,57.0,43.0,C232
L2,Mantle,98,Gomtu Ⓜ️Ⓜ️T,@gomtu_xyz,gomtu_xyz,0.13,256,14456,71.0,29.0,36.0,64.0,48.0,52.0,C244
L2,Mantle,56,Guigs Ⓜ️Ⓜ️T,@GuigsLuke,guigsluke,0.34,58,2887,2.0,98.0,46.0,54.0,56.0,44.0,C251
L2,Mantle,82,Justin Wu,@hackapreneur,hackapreneur,0.22,1663,280111,54.0,46.0,46.0,54.0,68.0,32.0,C258
L2,Mantle,80,梭教授说,@hellosuoha,hellosuoha,0.24,639,171675,49.0,51.0,48.0,52.0,67.0,33.0,C266
L2,Mantle,58,币圈荒木 Ⓜ️Ⓜ️T,@HM010169,hm010169,0.33,328,129507,54.0,46.0,19.0,81.0,67.0,33.0,C271
L2,Mantle,66,Hope | Web3.0 (✧ᴗ✧) 🦅🟠Ⓜ️Ⓜ️T,@Hope_web3_,hope_web3_,0.29,155,41925,37.0,63.0,39.0,61.0,47.0,53.0,C276
L2,Mantle,18,jayplaycoⓂ️Ⓜ️T,@jayplayco,jayplayco,0.56,272,9215,7.0,93.0,34.0,66.0,46.0,54.0,C298
L2,Mantle,64,Jonaso,@Jonasoeth,jonasoeth,0.3,243,4585,41.0,59.0,34.0,66.0,65.0,35.0,C308
L2,Mantle,17,MR SHIFT 🦁,@KevinWSHPod,kevinwshpod,0.58,1696,57151,43.0,57.0,33.0,67.0,50.0,50.0,C320
L2,Mantle,65,"Mr.理想三旬(🌸, 🌿)(3/3)(FREE, WON)( ✧ ᴗ ✧ )Ⓜ️Ⓜ️T",@Li888Real,li888real,0.3,149,43884,66.0,34.0,34.0,66.0,76.0,24.0,C339
L2,Mantle,99,CryptoMaid加密女仆（不是👉）お嬢様,@maid_crypto,maid_crypto,0.13,558,132316,51.0,49.0,33.0,67.0,65.0,35.0,C353
L2,Mantle,41,Meta,@metaio102,metaio102,0.4,283,66464,62.0,38.0,26.0,74.0,71.0,29.0,C365
L2,Mantle,61,Miles Deutscher,@milesdeutscher,milesdeutscher,0.31,3538,637897,56.0,44.0,49.0,51.0,49.0,51.0,C369
L2,Mantle,35,OxTøchi 🦇🔈,@OxTochi,oxtochi,0.45,536,72440,59.0,41.0,31.0,69.0,55.0,45.0,C410
L2,Mantle,67,龙神🌊🕊️,@phill76815,phill76815,0.29,167,13218,44.0,56.0,45.0,55.0,65.0,35.0,C415
L2,Mantle,11,Stephen | DeFi Dojo,@phtevenstrong,phtevenstrong,0.66,2095,116701,49.0,51.0,42.0,58.0,52.0,48.0,C416
L2,Mantle,48,Rejamong.eth Ⓜ️Ⓜ️T,@r2Jamong,r2jamong,0.36,308,12906,43.0,57.0,35.0,65.0,43.0,57.0,C425
L2,Mantle,97,Rafi_0x,@Rafi_0x,rafi_0x,0.14,1408,34838,56.0,44.0,26.0,74.0,64.0,36.0,C428
L2,Mantle,89,Raoni (✧ᴗ✧) Ⓜ️Ⓜ️T,@RaoniKor,raonikor,0.18,156,9579,13.0,87.0,39.0,61.0,43.0,57.0,C431
L2,Mantle,25,Tobias Reisner,@reisnertobias,reisnertobias,0.51,570,15576,47.0,53.0,49.0,51.0,68.0,32.0,C439
L2,Mantle,1,rektdiomedes,@rektdiomedes,rektdiomedes,1.27,1937,102031,38.0,62.0,36.0,64.0,57.0,43.0,C440
L2,Mantle,26,riddler,@RiddlerDeFi,riddlerdefi,0.51,816,55817,44.0,56.0,53.0,47.0,65.0,35.0,C443
L2,Mantle,29,Route 2 FI,@Route2FI,route2fi,0.5,3266,306677,47.0,53.0,40.0,60.0,69.0,31.0,C448
L2,Mantle,13,ℝ𝕦𝕓𝕚𝕜𝕤,@RubiksWeb3hub,rubiksweb3hub,0.65,212,7641,22.0,78.0,37.0,63.0,56.0,44.0,C451
L2,Mantle,93,Jingle Bell 初号机 Ⓜ️Ⓜ️T,@ScarlettWeb3,scarlettweb3,0.17,221,37861,40.0,60.0,30.0,70.0,68.0,32.0,C465
L2,Mantle,21,Tanaka,@Tanaka_L2,tanaka_l2,0.54,459,43965,19.0,81.0,28.0,72.0,64.0,36.0,C506
L2,Mantle,77,The Smart Ape 🔥,@the_smart_ape,the_smart_ape,0.26,569,56847,46.0,54.0,39.0,61.0,64.0,36.0,C513
L2,Mantle,16,The DeFi Investor 🔎,@TheDeFinvestor,thedefinvestor,0.59,1809,157365,36.0,64.0,57.0,43.0,58.0,42.0,C517
L2,Mantle,85,The Learning Pill 💊,@thelearningpill,thelearningpill,0.2,374,23543,36.0,64.0,45.0,55.0,57.0,43.0,C521
L2,Mantle,36,星星菌🦖| Ⓜ️Ⓜ️T,@xingxingjun8888,xingxingjun8888,0.45,297,42717,59.0,41.0,42.0,58.0,66.0,34.0,C564
L2,Mantle,30,YashasEdu,@YashasEdu,yashasedu,0.49,300,8090,18.0,82.0,32.0,68.0,65.0,35.0,C569
L2,Mantle,54,zaimiri ✏️,@zaimiriQ,zaimiriq,0.34,1110,54130,44.0,56.0,40.0,60.0,67.0,33.0,C577
L2,MegaETH,31,sparkⓂ️Ⓜ️T,@0x_xifeng,0x_xifeng,0.35,360,25522,33.0,67.0,74.0,26.0,46.0,54.0,C4
L2,MegaETH,9,BREAD | ∑:,@0xBreadguy,0xbreadguy,0.73,3233,56120,11.0,89.0,56.0,44.0,47.0,53.0,C14
L2,MegaETH,80,Cheeezzyyyy,@0xCheeezzyyyy,0xcheeezzyyyy,0.17,430,8484,55.0,45.0,63.0,37.0,61.0,39.0,C19
L2,MegaETH,33,𝗙𝗮𝘀𝘁𝗟𝗶𝗳𝗲,@0xFastLife,0xfastlife,0.43,421,88738,9.0,91.0,78.0,22.0,62.0,38.0,C25
L2,MegaETH,82,Kydo,@0xkydo,0xkydo,0.21,1476,11659,57.0,43.0,26.0,74.0,53.0,47.0,C33
L2,MegaETH,37,aadvark,@aadvark89,aadvark89,0.32,474,8719,29.0,71.0,71.0,29.0,56.0,44.0,C59
L2,MegaETH,63,小熊饼干.eth⛵ Ⓜ️Ⓜ️T,@Airdrop_Guard,airdrop_guard,0.22,318,49693,42.0,58.0,45.0,55.0,54.0,46.0,C61
L2,MegaETH,10,Andy,@ayyyeandy,ayyyeandy,0.58,3347,73052,39.0,61.0,64.0,36.0,59.0,41.0,C89
L2,MegaETH,17,IcoBeast.eth🦇🔊,@beast_ico,beast_ico,0.42,2607,65498,39.0,61.0,67.0,33.0,51.0,49.0,C97
L2,MegaETH,58,chainyoda,@chainyoda,chainyoda,0.24,2737,40493,50.0,50.0,81.0,19.0,39.0,61.0,C131
L2,MegaETH,43,Chang 🧪,@chang_defi,chang_defi,0.35,1324,16031,47.0,53.0,84.0,16.0,43.0,57.0,C132
L2,MegaETH,19,david phelps,@divine_economy,divine_economy,0.51,3259,74767,31.0,69.0,55.0,45.0,49.0,51.0,C197
L2,MegaETH,86,DarylTanky,@DRTnky,drtnky,0.16,177,7686,30.0,70.0,72.0,28.0,54.0,46.0,C205
L2,MegaETH,57,enes.hl ∑:,@enesonchain,enesonchain,0.3,522,43191,13.0,87.0,74.0,26.0,57.0,43.0,C214
L2,MegaETH,91,EricF,@EricCLFung,ericclfung,0.19,1000,19629,0.0,0.0,0.0,0.0,0.0,0.0,C216
L2,MegaETH,13,f1go.eth,@FigoETH,figoeth,0.52,473,6256,7.0,93.0,42.0,58.0,64.0,36.0,C228
L2,MegaETH,3,fimmonaci,@fimmonaci,fimmonaci,0.64,195,12840,3.0,97.0,70.0,30.0,55.0,45.0,C229
L2,MegaETH,90,Grant blocmates,@Grantblocmates,grantblocmates,0.15,981,15716,73.0,27.0,58.0,42.0,49.0,51.0,C247
L2,MegaETH,66,greb,@grebbycrypto,grebbycrypto,0.26,238,41519,43.0,57.0,89.0,11.0,57.0,43.0,C249
L2,MegaETH,64,GE,@GuarEmperor,guaremperor,0.27,255,67625,19.0,81.0,58.0,42.0,62.0,38.0,C250
L2,MegaETH,59,Sennin,@huseyin1tekin,huseyin1tekin,0.29,533,44860,25.0,75.0,82.0,18.0,50.0,50.0,C281
L2,MegaETH,25,ika,@ika_xbt,ika_xbt,0.46,442,10969,20.0,80.0,70.0,30.0,56.0,44.0,C288
L2,MegaETH,42,katexbt.hl,@katexbt,katexbt,0.36,1103,23581,26.0,74.0,78.0,22.0,47.0,53.0,C317
L2,MegaETH,24,_gabrielShapir0,@lex_node,lex_node,0.47,3784,74350,51.0,49.0,55.0,45.0,54.0,46.0,C336
L2,MegaETH,79,lito,@litocoen,litocoen,0.18,2341,32254,68.0,32.0,58.0,42.0,45.0,55.0,C344
L2,MegaETH,69,mteam.eth 🗼,@mteamisloading,mteamisloading,0.2,1154,10740,57.0,43.0,73.0,27.0,58.0,42.0,C384
L2,MegaETH,15,munch,@munchPRMR,munchprmr,0.59,649,21162,1.0,99.0,73.0,27.0,61.0,39.0,C385
L2,MegaETH,34,Naruto11.eth,@naruto11eth,naruto11eth,0.42,1339,20539,35.0,65.0,63.0,37.0,48.0,52.0,C389
L2,MegaETH,85,HEADBOY 🦇🔊,@NDIDI_GRAM,ndidi_gram,0.2,460,201096,62.0,38.0,78.0,22.0,46.0,54.0,C392
L2,MegaETH,2,nics,@nics_off,nics_off,1.04,757,19862,8.0,92.0,66.0,34.0,54.0,46.0,C398
L2,MegaETH,39,𝕋𝕖𝕞𝕞𝕪🦇🔊,@Only1temmy,only1temmy,0.31,713,41029,35.0,65.0,72.0,28.0,62.0,38.0,C407
L2,MegaETH,54,OxTøchi 🦇🔈,@OxTochi,oxtochi,0.3,536,72440,12.0,88.0,70.0,30.0,54.0,46.0,C410
L2,MegaETH,52,Squiggly Hair Shanks,@redhairshanks86,redhairshanks86,0.3,1442,21545,46.0,54.0,46.0,54.0,49.0,51.0,C438
L2,MegaETH,100,rektdiomedes,@rektdiomedes,rektdiomedes,0.18,1937,102031,68.0,32.0,68.0,32.0,55.0,45.0,C440
L2,MegaETH,40,Chill Pill 🔮 (Bald),@ripchillpill,ripchillpill,0.37,1148,97005,29.0,71.0,67.0,33.0,56.0,44.0,C446
L2,MegaETH,49,Route 2 FI,@Route2FI,route2fi,0.32,3266,306677,68.0,32.0,68.0,32.0,65.0,35.0,C448
L2,MegaETH,21,c4lvin,@SiwonHuh,siwonhuh,0.39,397,4267,47.0,53.0,58.0,42.0,61.0,39.0,C484
L2,MegaETH,45,slappjakke,@Slappjakke,slappjakke,0.33,1112,61878,35.0,65.0,79.0,21.0,53.0,47.0,C487
L2,MegaETH,26,Splin Teron,@splinter0n,splinter0n,0.45,875,69276,31.0,69.0,82.0,18.0,49.0,51.0,C490
L2,MegaETH,27,Stitch,@St1t3h,st1t3h,0.45,84,10327,47.0,53.0,44.0,56.0,66.0,34.0,C494
L2,MegaETH,55,Saint,@TheDeFISaint,thedefisaint,0.24,1047,63472,36.0,64.0,58.0,42.0,63.0,37.0,C518
